43243	20270	59390	2740964491
2684	60271	57714	3049079228
27556	24235	13592	1927410587
23013	49719	39921	3787128104
15005	33714	47420	505003346
35552	14767	45938	1386526406
8522	5454	13351	307891863
6687	9296	15996	3412575222
39389	47922	9030	1911355045
60564	30616	39752	584889876
51906	14374	62226	731401285
58477	39285	32114	187623429
55724	65507	9888	765313991
64354	43119	21315	2086296112
6158	28809	26826	1768812812
5995	17915	21179	2512280367
38416	20138	55482	1510774273
46785	63809	20393	1452953875
20237	56724	37534	1302909518
39752	20201	54743	2327925245
11070	23756	30771	2487334820
57735	52730	11403	1162133905
63271	29439	34302	3997762431
24960	41396	49300	3383610413
62456	25050	37470	214724014
26142	24713	1711	3085670271
59389	42939	16553	4120022283
28989	51993	47741	2350920405
34735	23758	56245	1275198450
64527	14162	52143	2200328047
14354	55628	57794	3150979772
9176	9021	229	3242943022
9139	566	8604	967980387
13500	8179	11164	3407169953
30717	18753	16104	98120335
49810	18778	35848	4040631770
63584	9430	56518	19792304
45058	52829	32378	3048583628
21895	49489	38155	1303227195
64803	7877	58361	2210389466
46650	59604	24331	1603260109
59442	64291	4910	261686133
37637	19565	57239	1876357692
32888	9120	41996	2361986010
59792	39091	28994	961528552
34992	44295	9706	4217828738
29320	18464	15034	2292532852
32006	28466	4660	2692279554
40161	25318	65073	436613999
19408	20513	7185	1984442954
7789	8970	15767	784374917
8060	28572	28923	3999884567
32078	17117	16372	2218227905
4039	766	3466	3698631411
49871	46353	30705	3172467753
19897	57520	44375	1587930407
48876	22191	59462	758676210
62416	63404	1149	2453720045
17859	37931	53741	4144605533
4296	47573	43343	3560499234
24711	55341	47319	3079650866
3497	37456	41009	1970045319
52041	58373	12144	479640842
37874	11728	48692	1180063785
60315	34507	28017	875987938
24292	55634	34780	1854901699
8651	61647	53554	837530265
43046	49557	27059	2798774833
31797	15510	16644	4184887077
23842	12824	28493	3095979924
28295	10493	18060	1576373241
30064	59219	37416	1982937630
45484	64383	19224	2066369965
3333	20220	17472	1220335540
12548	45604	33588	3620187270
11671	50865	60248	2341302931
27814	27335	1638	3951530820
31689	44788	54684	418066184
9069	13592	5762	976309965
21467	38350	50786	2729719234
30550	48230	52112	4189370550
62008	42966	22031	1857861558
6405	19385	21238	1054447840
63244	847	62546	1623528233
1428	11093	12027	1484171685
53845	18092	38203	2165887010
36626	25808	60451	2363718
18331	42377	57874	857175850
43627	32652	54800	915898246
42265	55998	32778	179488565
26722	22798	12660	940800357
54566	56755	2217	800628503
30615	43963	56403	827052348
48643	33196	16371	3274777512
29290	59809	39889	821005288
17263	10477	27528	2829742797
60275	55114	15468	2234657361
59964	2195	58051	3334265362
54742	36761	23125	4168345939
28484	58185	35880	1900307016
30497	55826	44339	3872264820
57686	36728	28244	4092899806
5324	11879	15039	114884839
61054	61309	328	1221888987
13174	29023	17000	213411839
1276	11439	10349	4122329654
48557	21463	61090	2770616620
65101	21992	44036	3708856081
57007	1539	55499	3982037553
22228	30153	9015	1912526530
34112	478	33992	176621712
40270	24831	64986	445844593
62681	6294	60507	2434672849
29363	14525	19057	2930681213
1172	56389	55505	1306598400
52766	54814	6166	3412519403
39873	15555	42848	69519966
37572	29577	57694	4264698435
58807	34950	27981	2903738838
39257	34622	7861	2821310760
53429	22064	34442	224288940
41197	53948	29345	3332322826
57891	45890	20921	2846366158
38499	52887	22784	3256681127
58765	26320	33669	2911373874
25188	49930	41350	3333933455
24044	25058	15432	2282800699
27659	3011	26607	371381340
1772	28229	26885	3375053648
42548	60855	19331	660005412
29833	42734	53909	3081865087
13864	25865	21359	1446427261
60960	58628	2888	3636854620
24424	29301	11617	2741585877
33613	12613	45586	1680985790
20815	44059	64864	1387079866
27700	40491	62069	3777035319
48346	20571	60602	3796638559
32619	19804	12925	767797384
21865	41411	62686	1876366383
31330	45586	51348	2535018272
37516	25704	63271	2583440929
41671	15421	40741	3030841734
33564	6318	39901	1000689755
14737	25552	23142	1543063098
8308	24565	32678	1130784115
21511	1119	20620	704125765
11032	19945	26353	526536238
60630	61911	7512	4240480609
37924	23921	51605	3925526394
42542	45582	5192	1126743929
64536	15867	49685	3120049457
57889	3569	61441	783923300
41827	24687	50012	2823811886
30140	34855	64929	577369589
32615	18918	14003	3064754565
43186	21425	64266	2381238306
26046	18658	11635	2045488714
65005	17349	48685	2979898216
6133	31762	27623	524020342
2572	35593	33086	3759134194
64313	6565	58086	3652773198
32733	30758	2105	3134970129
7349	17433	22731	3387170902
49270	47412	31066	2912321958
7622	42972	47682	2806400083
15066	4840	10310	2664546638
2676	62646	65306	3066346580
16233	20508	28557	2864531579
18679	46192	64727	1276994257
37955	4755	34519	2073728076
27817	2622	26319	642429403
10792	32560	21853	2147172392
2279	31269	29451	3882972679
31921	1468	31004	2524640399
35164	5493	39995	353869408
4504	9628	13369	643274337
21048	14275	26107	412328997
27235	59507	33312	4265134105
23113	62041	43108	1371978875
13015	50822	62622	3712361900
25931	43912	52989	3286093211
21086	51783	38963	1230164881
54285	11180	65528	4043392875
27431	30098	7890	998690471
1668	53314	55001	3865841008
13522	55271	58225	2449733005
1580	25702	25196	3380345468
8402	49722	58162	1104565717
65256	60352	5444	1187071129
42252	16111	39935	2152051746
53384	57762	12601	270591953
23362	54234	35033	2188023857
13838	12645	1960	3424015441
22150	36277	56115	576859449
36584	19861	50113	4121270700
8662	1508	9279	3881686783
39013	11400	46328	3813215663
28409	57841	36708	1695391371
7837	28288	28800	626751217
11289	30065	22891	2185846320
46993	19970	63924	3807168525
46085	51344	31928	3366971198
49044	55474	26415	3669806542
57004	38228	19459	2348289348
27479	28420	1149	3225387337
26794	45746	55907	3008892139
39121	10774	45804	3527014121
2583	44794	42295	1829109836
7327	47267	42119	3988456440
2031	22362	20693	3698264280
40333	52961	21356	3077658486
50591	23751	39295	1981788997
22612	62850	44533	1344603184
54703	26927	48262	1658841177
54433	29464	42984	2991485809
5064	59523	64388	2689866241
43617	62977	23718	813171049
59628	61106	1641	1457652353
64829	24443	41557	3218577126
5615	65063	60390	482429498
43312	42900	3842	3276761666
37623	21659	50875	955528893
55396	30591	44915	2421066355
30103	40334	59434	2869689160
59428	60961	1550	3987012572
30778	7374	25875	3347184292
6550	11463	13743	1579836894
61205	24578	36641	1015030013
18220	28297	10661	3440962059
39071	7180	34022	257630047
55058	56361	2965	2894422828
28164	54541	47934	1926272402
41455	19881	60530	3870288150
6557	48279	42337	2465706792
37772	38547	1377	1354938059
61855	37305	24679	2381983794
35372	12200	42447	3078637148
41810	9193	33047	1117321580
32107	2385	29842	938094187
18641	60832	42360	1444175211
52274	49169	3166	1060216017
32782	22085	54949	2573415292
3756	46555	47998	661905884
48197	40909	9154	2409969848
8770	7661	16303	2246700829
60448	5631	64006	2463255168
56535	18519	38045	953152524
17253	29830	14323	177908660
27268	10129	19740	1912844547
25303	60977	36152	763870955
60269	54857	15743	2631638426
28267	26863	1674	4095339181
43742	2418	41968	818637851
54250	35991	24455	3292864506
62759	5801	58331	3340162629
64058	706	63759	1079130452
19103	50712	36051	1098114009
58756	24751	34097	4124287141
6324	30032	28135	3457309598
41797	5046	45305	3066048350
22187	49065	59668	2887137533
5083	46040	41020	1364174045
60231	33198	27398	3275405155
56033	4603	51995	3325944837
34813	63531	32769	2485811888
1876	53222	51378	279311905
11744	48949	37681	4110223757
22286	20451	6479	771090965
55216	55190	104	2985405018
44809	52440	25584	3774332
3374	46666	48053	3795824780
36516	13895	47350	2720704563
7049	2529	4797	1579546774
32324	41162	57045	525114200
25329	4262	29319	4012637979
33930	24319	55963	326738974
23736	33101	56821	985351286
31539	56933	42409	3335460679
8764	9165	553	845842460
49628	24687	41410	2546619833
46433	21126	59421	4226647901
46865	45438	1684	3012666048
60888	14946	55241	4248985833
20618	63601	43306	827901651
40997	55092	30535	1838937511
46411	60748	22563	2946104334
12867	40255	44970	1943464667
28651	24123	12846	2554849716
16680	467	16705	812670646
26345	51157	41276	1680362796
37389	11234	47614	327123986
52547	20500	40358	278846125
62472	34206	29163	213058055
33403	47090	13751	3334956677
32227	44370	53499	292333845
20983	15492	28103	946813149
40456	9781	47199	3978278809
3457	38093	39333	3831533114
58783	11986	52115	4271552437
53825	5470	51022	4048895600
32538	43728	54794	4155082736
2743	43086	41780	52450004
20348	29429	15840	2624279738
6092	20271	22755	1345240374
64749	9456	55342	2350312340
39254	1543	40874	3435883395
38438	35500	7405	1758446239
27242	64316	37251	4176037091
62578	10280	56474	2842683928
60891	37588	32552	2219738883
41538	22322	62917	535278482
43102	61882	23051	3626999390
43331	41823	2671	1417351220
28750	37305	57942	801448636
28987	27800	7619	125556742
3845	21716	23505	4000788765
4005	40967	44964	2932007234
55136	50336	5149	2605769433
39020	21931	52712	1751904629
54899	37107	18111	1284524988
22580	19158	4929	2105188554
46298	7140	44885	2507535056
27027	23695	13624	3476891310
3986	49360	53072	139401233
8142	23689	17292	2297728610
30315	5562	25622	2982393238
31754	5746	27325	247014763
41109	37032	12402	1972397165
36602	13753	47984	2060416399
41145	40963	186	1206353456
34881	5866	40679	2758766618
14720	4787	11134	2500387814
4768	8658	13218	2429258317
11450	26307	19131	19094211
53518	63563	10571	68884926
37395	31975	61246	1553408432
22751	30245	12079	3059580615
29798	38771	58177	3315016345
47324	57993	23165	830704962
37560	13981	42083	738690909
7626	19304	22215	3817277593
23018	8946	31550	379964957
57057	2675	54418	427437937
26728	42111	52308	2593197727
58704	47861	24497	1909917274
34177	30066	61705	3555129623
17458	22470	5110	1835152981
34113	43911	12049	1380312797
12066	14229	6374	2209069487
22010	53390	34181	857376319
11745	34769	43639	2711349468
24482	3970	20540	147081728
34923	53017	18328	1610825854
26202	32912	59139	3899568010
4303	11840	16114	876720499
57408	3285	60658	3765227631
9703	52651	59468	2520824950
24505	6835	17750	274119159
15341	62756	52957	3120547973
11997	29764	23223	2838415943
38595	35041	7750	3950817265
20987	59417	47641	1836576458
28919	52850	48780	2137407531
40926	27879	62272	3733249790
43208	38161	15918	529312297
1869	7564	6911	3408112595
37371	36752	7820	2572912698
22078	50784	36977	4253251415
13697	8039	11024	3791969561
59856	52268	9725	1411942422
26367	10754	19791	1221200951
4446	2544	6416	1254468065
62035	609	61519	1704024398
40254	13095	44569	1178049062
49301	1937	50993	1340574505
15451	31312	18017	3577832268
23573	47012	60366	3918362063
33787	47486	15060	3696544815
49953	6656	55596	2482419154
22503	31088	12014	3092727808
18550	36780	51185	1815322342
18824	12798	30856	1659945996
21492	63646	43941	228322548
14857	46675	35935	3026124589
8890	50105	57666	2271321011
56723	28896	44405	3883623693
29965	49449	46154	1988813949
30023	65172	35809	1326326230
37389	27452	63871	1094091417
54355	4713	50806	1923344309
18940	17854	3179	2686169425
6662	26314	31987	3751939162
23648	62786	43333	4189850244
45109	25853	54472	1931186461
37637	37681	56	514941635
51404	52189	852	1606373134
9592	3108	10616	1141740275
30486	50879	45537	3302011763
8247	55915	64111	3689204754
46272	1363	45521	2702706102
43745	11366	34440	1359037668
3783	30447	30767	2733192493
21933	7487	18641	3835991409
28443	29134	7943	3376385190
30572	61782	34387	3068834139
58022	44877	19947	741845042
55357	60531	13406	1096283784
7954	14580	10235	1535260411
22377	63203	41379	1840925701
56836	40344	17315	3306802649
32691	47348	51063	2502998875
36322	54404	22906	3478080746
39880	30057	61151	2014269929
14106	2781	15849	582703514
44777	54932	30893	2723125426
46896	2478	48830	958874532
60629	25776	34961	2372851113
58867	12505	54591	1108468236
25883	10543	19526	3778459502
30931	35408	62083	1205113377
4112	51540	55659	2022015041
13639	40326	43285	1861075912
17810	64134	48939	3660792787
26248	35405	60702	3368665305
16256	65247	49574	3744060967
25956	55192	45906	56077087
47045	22980	60941	2826710091
27168	22139	15551	772430217
53203	52609	643	2147443497
58616	55063	13335	3907395604
16940	38817	54669	413770531
15367	26456	23462	74428942
56810	38450	19482	2595525701
21052	33528	53538	1049758976
50161	31338	47607	1294510397
58825	44088	18954	2783642977
42491	59151	17210	4054865099
38104	12379	42211	1309418501
31757	50609	47600	1725509595
40884	13174	44310	2055893169
5990	59779	65336	3253823647
35260	25398	60075	985743691
37418	15628	44879	2190011845
35152	23226	54270	133606932
21757	20486	1343	1950893302
47449	13111	35440	4080891843
19290	30191	16148	2737132259
23276	33980	56912	2430262834
22272	8157	18751	165261642
57816	10026	50975	1583169001
